abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.06542923433874709,0.12148356850772167,1986,1472,g__Faecalibacterium,0.9,ERR1514003
0.027749419953596286,0.05277922429180718,2879,1747,g__Parabacteroides,0.9,ERR1514003
0.12770301624129932,0.2424937161341001,2712,1656,g__Phocaeicola,0.9,ERR1514003
0.08946635730858468,0.1750554852761105,2184,1588,g__Pseudomonas,0.9,ERR1514003
0.039814385150812065,0.07790332344348902,1281,1149,g__Sphingobacterium,0.9,ERR1514003
0.05531322505800464,0.10822954496732153,1545,1282,g__Stenotrophomonas,0.9,ERR1514003
0.42403712296983753,0.7303650368644302,1867,1422,g__Acinetobacter,0.8,ERR1514003
0.11545243619489559,0.19885054081540376,3293,1883,g__Bacteroides,0.8,ERR1514003
0.019582366589327146,0.03372833719285564,1692,1386,g__Delftia,0.8,ERR1514003
0.03545243619489559,0.061061717653705216,1187,1056,g__Dialister,0.8,ERR1514003
0.06542923433874709,0.11269488323917655,1986,1472,g__Faecalibacterium,0.8,ERR1514003
0.027749419953596286,0.047794734620857204,2879,1747,g__Parabacteroides,0.8,ERR1514003
0.12770301624129932,0.21995102090342397,2712,1656,g__Phocaeicola,0.8,ERR1514003
0.08946635730858468,0.15409660425227345,2184,1588,g__Pseudomonas,0.8,ERR1514003
0.039814385150812065,0.06857084189000653,1281,1149,g__Sphingobacterium,0.8,ERR1514003
0.05531322505800464,0.09526989966233618,1545,1282,g__Stenotrophomonas,0.8,ERR1514003
0.42403712296983753,0.6380784725176278,1867,1422,g__Acinetobacter,0.7000000000000001,ERR1514003
0.11545243619489559,0.17372940150497537,3293,1883,g__Bacteroides,0.7000000000000001,ERR1514003
0.019582366589327146,0.029507109532604013,1692,1386,g__Delftia,0.7000000000000001,ERR1514003
0.03545243619489559,0.053347773243121316,1187,1056,g__Dialister,0.7000000000000001,ERR1514003
0.06542923433874709,0.09845596920137925,1986,1472,g__Faecalibacterium,0.7000000000000001,ERR1514003
0.027749419953596286,0.04175650173573273,2879,1747,g__Parabacteroides,0.7000000000000001,ERR1514003
0.12770301624129932,0.19216370602418523,2712,1656,g__Phocaeicola,0.7000000000000001,ERR1514003
0.08946635730858468,0.13462631818621368,2184,1588,g__Pseudomonas,0.7000000000000001,ERR1514003
0.039814385150812065,0.059911477319448396,1281,1149,g__Sphingobacterium,0.7000000000000001,ERR1514003
0.05531322505800464,0.08323369853562765,1545,1282,g__Stenotrophomonas,0.7000000000000001,ERR1514003
0.42403712296983753,0.5477708905952794,1867,1422,g__Acinetobacter,0.6,ERR1514003
0.11545243619489559,0.14914136870035832,3293,1883,g__Bacteroides,0.6,ERR1514003
0.019582366589327146,0.025296473275549236,1692,1386,g__Delftia,0.6,ERR1514003
0.03545243619489559,0.04579740307724173,1187,1056,g__Dialister,0.6,ERR1514003
0.06542923433874709,0.08452144354988257,1986,1472,g__Faecalibacterium,0.6,ERR1514003
0.027749419953596286,0.03584667431975893,2879,1747,g__Parabacteroides,0.6,ERR1514003
0.12770301624129932,0.16496664745604717,2712,1656,g__Phocaeicola,0.6,ERR1514003
0.08946635730858468,0.11557257593746546,2184,1588,g__Pseudomonas,0.6,ERR1514003
0.039814385150812065,0.051432139431979364,1281,1149,g__Sphingobacterium,0.6,ERR1514003
0.05531322505800464,0.07145358962947962,1545,1282,g__Stenotrophomonas,0.6,ERR1514003
0.42403712296983753,0.456476150596317,1867,1422,g__Acinetobacter,0.5,ERR1514003
0.11545243619489559,0.12428459841769514,3293,1883,g__Bacteroides,0.5,ERR1514003
0.019582366589327146,0.021080406082363144,1692,1386,g__Delftia,0.5,ERR1514003
0.03545243619489559,0.03816456304794675,1187,1056,g__Dialister,0.5,ERR1514003
0.06542923433874709,0.07043459431917384,1986,1472,g__Faecalibacterium,0.5,ERR1514003
0.027749419953596286,0.029872262654838284,2879,1747,g__Parabacteroides,0.5,ERR1514003
0.12770301624129932,0.13747235579963984,2712,1656,g__Phocaeicola,0.5,ERR1514003
0.08946635730858468,0.09631057324621593,2184,1588,g__Pseudomonas,0.5,ERR1514003
0.039814385150812065,0.042854742075949144,1281,1149,g__Sphingobacterium,0.5,ERR1514003
0.05531322505800464,0.05954471125090068,1545,1282,g__Stenotrophomonas,0.5,ERR1514003
0.42403712296983753,0.36518061440708094,1867,1422,g__Acinetobacter,0.4,ERR1514003
0.11545243619489559,0.09942759294309868,3293,1883,g__Bacteroides,0.4,ERR1514003
0.019582366589327146,0.016864322015695408,1692,1386,g__Delftia,0.4,ERR1514003
0.03545243619489559,0.030531615166161426,1187,1056,g__Dialister,0.4,ERR1514003
0.06542923433874709,0.056347613238167144,1986,1472,g__Faecalibacterium,0.4,ERR1514003
0.027749419953596286,0.023897732038858515,2879,1747,g__Parabacteroides,0.4,ERR1514003
0.12770301624129932,0.10997779747530143,2712,1656,g__Phocaeicola,0.4,ERR1514003
0.08946635730858468,0.07704831562167742,2184,1588,g__Pseudomonas,0.4,ERR1514003
0.039814385150812065,0.03428804903825956,1281,1149,g__Sphingobacterium,0.4,ERR1514003
0.05531322505800464,0.04763566672315902,1545,1282,g__Stenotrophomonas,0.4,ERR1514003
0.42403712296983753,0.27388538696528525,1867,1422,g__Acinetobacter,0.30000000000000004,ERR1514003
0.11545243619489559,0.07457066810561623,3293,1883,g__Bacteroides,0.30000000000000004,ERR1514003
0.019582366589327146,0.012648252689792128,1692,1386,g__Delftia,0.30000000000000004,ERR1514003
0.03545243619489559,0.02289871233326096,1187,1056,g__Dialister,0.30000000000000004,ERR1514003
0.06542923433874709,0.042260705437161525,1986,1472,g__Faecalibacterium,0.30000000000000004,ERR1514003
0.027749419953596286,0.017923337665856968,2879,1747,g__Parabacteroides,0.30000000000000004,ERR1514003
0.12770301624129932,0.0824833139807141,2712,1656,g__Phocaeicola,0.30000000000000004,ERR1514003
0.08946635730858468,0.057786279941533875,2184,1588,g__Pseudomonas,0.30000000000000004,ERR1514003
0.039814385150812065,0.02570342012375994,1281,1149,g__Sphingobacterium,0.30000000000000004,ERR1514003
0.05531322505800464,0.03572678704264027,1545,1282,g__Stenotrophomonas,0.30000000000000004,ERR1514003
0.42403712296983753,0.1825902987484634,1867,1422,g__Acinetobacter,0.2,ERR1514003
0.11545243619489559,0.049713779537019775,3293,1883,g__Bacteroides,0.2,ERR1514003
0.019582366589327146,0.008432162262874918,1692,1386,g__Delftia,0.2,ERR1514003
0.03545243619489559,0.0152658111714279,1187,1056,g__Dialister,0.2,ERR1514003
0.06542923433874709,0.028173810427977914,1986,1472,g__Faecalibacterium,0.2,ERR1514003
0.027749419953596286,0.011948894596557584,2879,1747,g__Parabacteroides,0.2,ERR1514003
0.12770301624129932,0.05498887472093442,2712,1656,g__Phocaeicola,0.2,ERR1514003
0.08946635730858468,0.03852419524638752,2184,1588,g__Pseudomonas,0.2,ERR1514003
0.039814385150812065,0.01714407128928768,1281,1149,g__Sphingobacterium,0.2,ERR1514003
0.05531322505800464,0.023817863468140386,1545,1282,g__Stenotrophomonas,0.2,ERR1514003
0.42403712296983753,0.0903022048054954,1867,1422,g__Acinetobacter,0.1,ERR1514003
0.11545243619489559,0.024586557460665737,3293,1883,g__Bacteroides,0.1,ERR1514003
0.019582366589327146,0.004497932601124813,1692,1386,g__Delftia,0.1,ERR1514003
0.03545243619489559,0.007549891533069132,1187,1056,g__Dialister,0.1,ERR1514003
0.06542923433874709,0.013933699613615562,1986,1472,g__Faecalibacterium,0.1,ERR1514003
0.027749419953596286,0.005909443815726711,2879,1747,g__Parabacteroides,0.1,ERR1514003
0.12770301624129932,0.02719513027410396,2712,1656,g__Phocaeicola,0.1,ERR1514003
0.08946635730858468,0.019052605271970866,2184,1588,g__Pseudomonas,0.1,ERR1514003
0.039814385150812065,0.008480123530853227,1281,1149,g__Sphingobacterium,0.1,ERR1514003
0.05531322505800464,0.01177941008162795,1545,1282,g__Stenotrophomonas,0.1,ERR1514003
0.3842364532019705,0.0,3293,1883,g__Bacteroides,,ERR1513703
0.15533661740558294,0.0,2808,1732,g__Blautia,,ERR1513703
0.06551724137931035,0.0,3532,2001,g__Clostridium,,ERR1513703
0.015106732348111659,0.0,1566,1281,g__Cytobacillus,,ERR1513703
0.02594417077175698,0.0,1187,1056,g__Dialister,,ERR1513703
0.13201970443349753,3.7309871856709598,2280,1545,g__Dysgonomonas,,ERR1513703
0.01477832512315271,0.0,2419,1734,g__Enterocloster,,ERR1513703
0.03169129720853858,0.0,1986,1472,g__Faecalibacterium,,ERR1513703
0.0896551724137931,0.0,1207,1105,g__Flavonifractor,,ERR1513703
0.08571428571428572,0.0,1828,1452,g__Paenibacillus,,ERR1513703
0.3842364532019705,0.8910313269853442,3293,1883,g__Bacteroides,1.0,ERR1513703
0.15533661740558294,-0.0,2808,1732,g__Blautia,1.0,ERR1513703
0.06551724137931035,-0.0,3532,2001,g__Clostridium,1.0,ERR1513703
0.015106732348111659,-0.0,1566,1281,g__Cytobacillus,1.0,ERR1513703
0.02594417077175698,0.06295779226246558,1187,1056,g__Dialister,1.0,ERR1513703
0.13201970443349753,0.32036705837575985,2280,1545,g__Dysgonomonas,1.0,ERR1513703
0.01477832512315271,-0.0,2419,1734,g__Enterocloster,1.0,ERR1513703
0.03169129720853858,6.220106154768762e-14,1986,1472,g__Faecalibacterium,1.0,ERR1513703
0.0896551724137931,-0.0,1207,1105,g__Flavonifractor,1.0,ERR1513703
0.08571428571428572,-0.0,1828,1452,g__Paenibacillus,1.0,ERR1513703
0.3842364532019705,0.82499407584087,3293,1883,g__Bacteroides,0.9,ERR1513703
0.15533661740558294,0.09192063345718055,2808,1732,g__Blautia,0.9,ERR1513703
0.06551724137931035,3.5190250001873594e-13,3532,2001,g__Clostridium,0.9,ERR1513703
0.015106732348111659,-8.897534405747484e-15,1566,1281,g__Cytobacillus,0.9,ERR1513703
0.02594417077175698,0.0785204762279271,1187,1056,g__Dialister,0.9,ERR1513703
0.13201970443349753,0.4042285564954777,2280,1545,g__Dysgonomonas,0.9,ERR1513703
0.01477832512315271,0.023840333749527164,2419,1734,g__Enterocloster,0.9,ERR1513703
0.03169129720853858,-0.0,1986,1472,g__Faecalibacterium,0.9,ERR1513703
0.0896551724137931,1.3519863015788404e-15,1207,1105,g__Flavonifractor,0.9,ERR1513703
0.08571428571428572,-2.0276265077766236e-15,1828,1452,g__Paenibacillus,0.9,ERR1513703
0.3842364532019705,0.721504014476354,3293,1883,g__Bacteroides,0.8,ERR1513703
0.15533661740558294,0.2725341384056913,2808,1732,g__Blautia,0.8,ERR1513703
0.06551724137931035,0.11372614966433554,3532,2001,g__Clostridium,0.8,ERR1513703
0.015106732348111659,-0.0,1566,1281,g__Cytobacillus,0.8,ERR1513703
0.02594417077175698,0.05429060044856096,1187,1056,g__Dialister,0.8,ERR1513703
0.13201970443349753,0.2762981219385235,2280,1545,g__Dysgonomonas,0.8,ERR1513703
0.01477832512315271,0.025945833389316626,2419,1734,g__Enterocloster,0.8,ERR1513703
0.03169129720853858,0.05545866302943914,1986,1472,g__Faecalibacterium,0.8,ERR1513703
0.0896551724137931,0.10142280405169253,1207,1105,g__Flavonifractor,0.8,ERR1513703
0.08571428571428572,-0.0,1828,1452,g__Paenibacillus,0.8,ERR1513703
0.3842364532019705,0.6290901395291157,3293,1883,g__Bacteroides,0.7000000000000001,ERR1513703
0.15533661740558294,0.2493390923274363,2808,1732,g__Blautia,0.7000000000000001,ERR1513703
0.06551724137931035,0.10485211165905332,3532,2001,g__Clostridium,0.7000000000000001,ERR1513703
0.015106732348111659,0.024136384156686584,1566,1281,g__Cytobacillus,0.7000000000000001,ERR1513703
0.02594417077175698,0.0439287295715457,1187,1056,g__Dialister,0.7000000000000001,ERR1513703
0.13201970443349753,0.22353621238624316,2280,1545,g__Dysgonomonas,0.7000000000000001,ERR1513703
0.01477832512315271,0.02372667866225029,2419,1734,g__Enterocloster,0.7000000000000001,ERR1513703
0.03169129720853858,0.05083551946622405,1986,1472,g__Faecalibacterium,0.7000000000000001,ERR1513703
0.0896551724137931,0.14324483178500397,1207,1105,g__Flavonifractor,0.7000000000000001,ERR1513703
0.08571428571428572,0.13694813946041673,1828,1452,g__Paenibacillus,0.7000000000000001,ERR1513703
0.3842364532019705,0.5363889994376444,3293,1883,g__Bacteroides,0.6,ERR1513703
0.15533661740558294,0.21684787339576903,2808,1732,g__Blautia,0.6,ERR1513703
0.06551724137931035,0.09146120700043704,3532,2001,g__Clostridium,0.6,ERR1513703
0.015106732348111659,0.021088654892947784,1566,1281,g__Cytobacillus,0.6,ERR1513703
0.02594417077175698,0.03621772185097014,1187,1056,g__Dialister,0.6,ERR1513703
0.13201970443349753,0.18429774067607121,2280,1545,g__Dysgonomonas,0.6,ERR1513703
0.01477832512315271,0.020630347457838465,2419,1734,g__Enterocloster,0.6,ERR1513703
0.03169129720853858,0.044240614891344614,1986,1472,g__Faecalibacterium,0.6,ERR1513703
0.0896551724137931,0.12515586799888884,1207,1105,g__Flavonifractor,0.6,ERR1513703
0.08571428571428572,0.11965601798467193,1828,1452,g__Paenibacillus,0.6,ERR1513703
0.3842364532019705,0.4484909444581323,3293,1883,g__Bacteroides,0.5,ERR1513703
0.15533661740558294,0.18131301080568382,2808,1732,g__Blautia,0.5,ERR1513703
0.06551724137931035,0.07647345855358152,3532,2001,g__Clostridium,0.5,ERR1513703
0.015106732348111659,0.017632764135517957,1566,1281,g__Cytobacillus,0.5,ERR1513703
0.02594417077175698,0.03028263870566837,1187,1056,g__Dialister,0.5,ERR1513703
0.13201970443349753,0.15409540344034442,2280,1545,g__Dysgonomonas,0.5,ERR1513703
0.01477832512315271,0.017249650857602633,2419,1734,g__Enterocloster,0.5,ERR1513703
0.03169129720853858,0.03699083919644036,1986,1472,g__Faecalibacterium,0.5,ERR1513703
0.0896551724137931,0.10464637685747762,1207,1105,g__Flavonifractor,0.5,ERR1513703
0.08571428571428572,0.10004756801981933,1828,1452,g__Paenibacillus,0.5,ERR1513703
0.3842364532019705,0.35697990709541866,3293,1883,g__Bacteroides,0.4,ERR1513703
0.15533661740558294,0.1443175247258661,2808,1732,g__Blautia,0.4,ERR1513703
0.06551724137931035,0.06086965507749644,3532,2001,g__Clostridium,0.4,ERR1513703
0.015106732348111659,0.014034970208478227,1566,1281,g__Cytobacillus,0.4,ERR1513703
0.02594417077175698,0.024103773099407547,1187,1056,g__Dialister,0.4,ERR1513703
0.13201970443349753,0.1226546274114121,2280,1545,g__Dysgonomonas,0.4,ERR1513703
0.01477832512315271,0.013729997165848893,2419,1734,g__Enterocloster,0.4,ERR1513703
0.03169129720853858,0.029443216252415444,1986,1472,g__Faecalibacterium,0.4,ERR1513703
0.0896551724137931,0.08329463193287012,1207,1105,g__Flavonifractor,0.4,ERR1513703
0.08571428571428572,0.07963398467911911,1828,1452,g__Paenibacillus,0.4,ERR1513703
0.3842364532019705,0.2690981087971173,3293,1883,g__Bacteroides,0.30000000000000004,ERR1513703
0.15533661740558294,0.10878923835728535,2808,1732,g__Blautia,0.30000000000000004,ERR1513703
0.06551724137931035,0.04588467875435087,3532,2001,g__Clostridium,0.30000000000000004,ERR1513703
0.015106732348111659,0.010579890669409217,1566,1281,g__Cytobacillus,0.30000000000000004,ERR1513703
0.02594417077175698,0.0181698390422371,1187,1056,g__Dialister,0.30000000000000004,ERR1513703
0.13201970443349753,0.09244473876648616,2280,1545,g__Dysgonomonas,0.30000000000000004,ERR1513703
0.01477832512315271,0.010349921498728012,2419,1734,g__Enterocloster,0.30000000000000004,ERR1513703
0.03169129720853858,0.022194835318870672,1986,1472,g__Faecalibacterium,0.30000000000000004,ERR1513703
0.0896551724137931,0.06278954919852447,1207,1105,g__Flavonifractor,0.30000000000000004,ERR1513703
0.08571428571428572,0.0600295800696644,1828,1452,g__Paenibacillus,0.30000000000000004,ERR1513703
0.3842364532019705,0.17758338435316925,3293,1883,g__Bacteroides,0.2,ERR1513703
0.15533661740558294,0.07179225333559505,2808,1732,g__Blautia,0.2,ERR1513703
0.06551724137931035,0.03028025304002256,3532,2001,g__Clostridium,0.2,ERR1513703
0.015106732348111659,0.006981806344907351,1566,1281,g__Cytobacillus,0.2,ERR1513703
0.02594417077175698,0.01199067239557198,1187,1056,g__Dialister,0.2,ERR1513703
0.13201970443349753,0.06101584726840353,2280,1545,g__Dysgonomonas,0.2,ERR1513703
0.01477832512315271,0.006830129813691229,2419,1734,g__Enterocloster,0.2,ERR1513703
0.03169129720853858,0.014646839178085553,1986,1472,g__Faecalibacterium,0.2,ERR1513703
0.0896551724137931,0.04143577745172344,1207,1105,g__Flavonifractor,0.2,ERR1513703
0.08571428571428572,0.039614767065957374,1828,1452,g__Paenibacillus,0.2,ERR1513703
0.3842364532019705,0.08969805303294384,3293,1883,g__Bacteroides,0.1,ERR1513703
0.15533661740558294,0.036262546234913075,2808,1732,g__Blautia,0.1,ERR1513703
0.06551724137931035,0.015294668021039261,3532,2001,g__Clostridium,0.1,ERR1513703
0.015106732348111659,0.0035265899397853265,1566,1281,g__Cytobacillus,0.1,ERR1513703
0.02594417077175698,0.00605653520615449,1187,1056,g__Dialister,0.1,ERR1513703
0.13201970443349753,0.03081933233296522,2280,1545,g__Dysgonomonas,0.1,ERR1513703
0.01477832512315271,0.003449925117343997,2419,1734,g__Enterocloster,0.1,ERR1513703
0.03169129720853858,0.007398172751400475,1986,1472,g__Faecalibacterium,0.1,ERR1513703
0.0896551724137931,0.020929543640374488,1207,1105,g__Flavonifractor,0.1,ERR1513703
0.08571428571428572,0.020009565680778326,1828,1452,g__Paenibacillus,0.1,ERR1513703
0.08299919807538092,0.0,1278,1090,g__Acidaminococcus,,ERR1513701
0.18912055600106925,0.0,2274,1386,g__Akkermansia,,ERR1513701
0.020449077786688055,24.087775874589603,2650,1613,g__Alistipes,,ERR1513701
0.28053996257685115,0.0,3293,1883,g__Bacteroides,,ERR1513701
0.08246458166265706,0.0,3108,1734,g__Bifidobacterium,,ERR1513701
0.15985030740443734,0.0,2879,1747,g__Parabacteroides,,ERR1513701
0.02980486500935579,0.0,1019,945,g__Phascolarctobacterium,,ERR1513701
0.15477145148356058,0.0,2712,1656,g__Phocaeicola,,ERR1513701
0.08299919807538092,0.23263501139150203,1278,1090,g__Acidaminococcus,1.0,ERR1513701
0.18912055600106925,-3.1312603740975382e-12,2274,1386,g__Akkermansia,1.0,ERR1513701
0.020449077786688055,0.05842053802842285,2650,1613,g__Alistipes,1.0,ERR1513701
0.28053996257685115,0.7432736441438678,3293,1883,g__Bacteroides,1.0,ERR1513701
0.08246458166265706,0.23429608720063574,3108,1734,g__Bifidobacterium,1.0,ERR1513701
0.15985030740443734,0.44047792405691616,2879,1747,g__Parabacteroides,1.0,ERR1513701
0.02980486500935579,0.0,1019,945,g__Phascolarctobacterium,1.0,ERR1513701
0.15477145148356058,0.42574574520530645,2712,1656,g__Phocaeicola,1.0,ERR1513701
0.08299919807538092,0.25643372649176843,1278,1090,g__Acidaminococcus,0.9,ERR1513701
0.18912055600106925,-0.0,2274,1386,g__Akkermansia,0.9,ERR1513701
0.020449077786688055,0.06845773731687001,2650,1613,g__Alistipes,0.9,ERR1513701
0.28053996257685115,0.7251757782121974,3293,1883,g__Bacteroides,0.9,ERR1513701
0.08246458166265706,0.25880619371696145,3108,1734,g__Bifidobacterium,0.9,ERR1513701
0.15985030740443734,0.4470970719854645,2879,1747,g__Parabacteroides,0.9,ERR1513701
0.02980486500935579,-0.0,1019,945,g__Phascolarctobacterium,0.9,ERR1513701
0.15477145148356058,0.4285696347228457,2712,1656,g__Phocaeicola,0.9,ERR1513701
0.08299919807538092,0.2263237093070185,1278,1090,g__Acidaminococcus,0.8,ERR1513701
0.18912055600106925,0.10749363607388046,2274,1386,g__Akkermansia,0.8,ERR1513701
0.020449077786688055,0.060284813569210075,2650,1613,g__Alistipes,0.8,ERR1513701
0.28053996257685115,0.6756131651611333,3293,1883,g__Bacteroides,0.8,ERR1513701
0.08246458166265706,0.22826613022779552,3108,1734,g__Bifidobacterium,0.8,ERR1513701
0.15985030740443734,0.3956414059326574,2879,1747,g__Parabacteroides,0.8,ERR1513701
0.02980486500935579,0.06551206920996286,1019,945,g__Phascolarctobacterium,0.8,ERR1513701
0.15477145148356058,0.3795845906508745,2712,1656,g__Phocaeicola,0.8,ERR1513701
0.08299919807538092,0.16316828232513325,1278,1090,g__Acidaminococcus,0.7000000000000001,ERR1513701
0.18912055600106925,0.3486120114710866,2274,1386,g__Akkermansia,0.7000000000000001,ERR1513701
0.020449077786688055,0.040613227518213245,2650,1613,g__Alistipes,0.7000000000000001,ERR1513701
0.28053996257685115,0.5452406142181041,3293,1883,g__Bacteroides,0.7000000000000001,ERR1513701
0.08246458166265706,0.16236289675272855,3108,1734,g__Bifidobacterium,0.7000000000000001,ERR1513701
0.15985030740443734,0.31153627853621757,2879,1747,g__Parabacteroides,0.7000000000000001,ERR1513701
0.02980486500935579,0.05743178302966477,1019,945,g__Phascolarctobacterium,0.7000000000000001,ERR1513701
0.15477145148356058,0.30133079073782615,2712,1656,g__Phocaeicola,0.7000000000000001,ERR1513701
0.08299919807538092,0.16728662719860837,1278,1090,g__Acidaminococcus,0.6,ERR1513701
0.18912055600106925,0.1774428604148308,2274,1386,g__Akkermansia,0.6,ERR1513701
0.020449077786688055,0.044323015044471226,2650,1613,g__Alistipes,0.6,ERR1513701
0.28053996257685115,0.5036800780854647,3293,1883,g__Bacteroides,0.6,ERR1513701
0.08246458166265706,0.16850344577690096,3108,1734,g__Bifidobacterium,0.6,ERR1513701
0.15985030740443734,0.2943921768555996,2879,1747,g__Parabacteroides,0.6,ERR1513701
0.02980486500935579,0.04918992425469616,1019,945,g__Phascolarctobacterium,0.6,ERR1513701
0.15477145148356058,0.2826537347289709,2712,1656,g__Phocaeicola,0.6,ERR1513701
0.08299919807538092,0.11467780734711931,1278,1090,g__Acidaminococcus,0.5,ERR1513701
0.18912055600106925,0.26130329768349403,2274,1386,g__Akkermansia,0.5,ERR1513701
0.020449077786688055,0.028253952529687976,2650,1613,g__Alistipes,0.5,ERR1513701
0.28053996257685115,0.3876146204783852,3293,1883,g__Bacteroides,0.5,ERR1513701
0.08246458166265706,0.11393912632798729,3108,1734,g__Bifidobacterium,0.5,ERR1513701
0.15985030740443734,0.22086096065403554,2879,1747,g__Parabacteroides,0.5,ERR1513701
0.02980486500935579,0.04118061506127757,1019,945,g__Phascolarctobacterium,0.5,ERR1513701
0.15477145148356058,0.21384364287584712,2712,1656,g__Phocaeicola,0.5,ERR1513701
0.08299919807538092,0.09137361047179059,1278,1090,g__Acidaminococcus,0.4,ERR1513701
0.18912055600106925,0.20820241481643212,2274,1386,g__Akkermansia,0.4,ERR1513701
0.020449077786688055,0.02251233881024264,2650,1613,g__Alistipes,0.4,ERR1513701
0.28053996257685115,0.3088457776908239,3293,1883,g__Bacteroides,0.4,ERR1513701
0.08246458166265706,0.09078504395920187,3108,1734,g__Bifidobacterium,0.4,ERR1513701
0.15985030740443734,0.17597880164200905,2879,1747,g__Parabacteroides,0.4,ERR1513701
0.02980486500935579,0.03281210492496378,1019,945,g__Phascolarctobacterium,0.4,ERR1513701
0.15477145148356058,0.17038751416595743,2712,1656,g__Phocaeicola,0.4,ERR1513701
0.08299919807538092,0.06807087585072108,1278,1090,g__Acidaminococcus,0.30000000000000004,ERR1513701
0.18912055600106925,0.15510976394879358,2274,1386,g__Akkermansia,0.30000000000000004,ERR1513701
0.020449077786688055,0.01677104383779097,2650,1613,g__Alistipes,0.30000000000000004,ERR1513701
0.28053996257685115,0.2300819265748722,3293,1883,g__Bacteroides,0.30000000000000004,ERR1513701
0.08246458166265706,0.0676325039676154,3108,1734,g__Bifidobacterium,0.30000000000000004,ERR1513701
0.15985030740443734,0.13109947374709777,2879,1747,g__Parabacteroides,0.30000000000000004,ERR1513701
0.02980486500935579,0.02444408109989481,1019,945,g__Phascolarctobacterium,0.30000000000000004,ERR1513701
0.15477145148356058,0.12693412600980566,2712,1656,g__Phocaeicola,0.30000000000000004,ERR1513701
0.08299919807538092,0.04695046692387554,1278,1090,g__Acidaminococcus,0.2,ERR1513701
0.18912055600106925,0.10226507426248907,2274,1386,g__Akkermansia,0.2,ERR1513701
0.020449077786688055,0.011653740962947717,2650,1613,g__Alistipes,0.2,ERR1513701
0.28053996257685115,0.15714328459048377,3293,1883,g__Bacteroides,0.2,ERR1513701
0.08246458166265706,0.04667129148932796,3108,1734,g__Bifidobacterium,0.2,ERR1513701
0.15985030740443734,0.0897512387468224,2879,1747,g__Parabacteroides,0.2,ERR1513701
0.02980486500935579,0.016592640729474216,1019,945,g__Phascolarctobacterium,0.2,ERR1513701
0.15477145148356058,0.0869627036096938,2712,1656,g__Phocaeicola,0.2,ERR1513701
0.08299919807538092,0.022378562900634186,1278,1090,g__Acidaminococcus,0.1,ERR1513701
0.18912055600106925,0.05099650900282664,2274,1386,g__Akkermansia,0.1,ERR1513701
0.020449077786688055,0.0055135589618503025,2650,1613,g__Alistipes,0.1,ERR1513701
0.28053996257685115,0.07564026348240244,3293,1883,g__Bacteroides,0.1,ERR1513701
0.08246458166265706,0.022234417599236004,3108,1734,g__Bifidobacterium,0.1,ERR1513701
0.15985030740443734,0.04309945451982348,2879,1747,g__Parabacteroides,0.1,ERR1513701
0.02980486500935579,0.008036097414479517,1019,945,g__Phascolarctobacterium,0.1,ERR1513701
0.15477145148356058,0.04173007385845206,2712,1656,g__Phocaeicola,0.1,ERR1513701
0.07587951253161647,6.491512479913052,2650,1613,g__Alistipes,,ERR1513684
0.23246723384686135,0.0,3293,1883,g__Bacteroides,,ERR1513684
0.06622212002759255,-1.1471564587234784e-11,2808,1732,g__Blautia,,ERR1513684
